Date,Open,High,Low,Close,Adj Close,Volume
2022-10-01,405.500000,417.649994,391.100006,412.750000,411.467590,255155966
2022-11-01,414.899994,441.200012,409.200012,439.399994,438.034760,272538198
2022-12-01,443.000000,443.600006,375.200012,387.950012,386.744659,285898367
2023-01-01,392.500000,454.799988,381.000000,452.100006,450.695313,416341489
2023-02-01,456.799988,461.500000,413.049988,420.700012,419.392883,199377042
2023-03-01,421.500000,442.049988,400.450012,420.799988,419.492554,181112839
2023-04-01,423.000000,488.000000,419.500000,484.950012,483.443268,214616265
2023-05-01,484.950012,537.150024,474.549988,526.299988,524.664795,291541815
2023-06-01,527.500000,599.000000,522.849976,595.549988,593.699585,261017872
2023-07-01,600.000000,665.400024,584.950012,644.299988,642.298157,261753677
2023-08-01,645.000000,652.900024,593.299988,601.000000,601.000000,275091873
2023-09-01,604.200012,647.000000,601.900024,630.200012,630.200012,182497184
2023-10-01,630.200012,677.799988,608.299988,628.650024,628.650024,215850154
2023-11-01,630.000000,717.250000,626.299988,706.400024,706.400024,218144440
2023-12-01,708.000000,802.900024,696.250000,779.950012,779.950012,214351607
2024-01-01,785.000000,896.500000,776.250000,884.200012,884.200012,233552948
2024-02-01,900.000000,950.000000,876.299988,937.400024,937.400024,176855396
